Date,Stock,Close
2020-10-07,AAPL,112.21437072753906
2020-10-08,AAPL,112.10710906982422
2020-10-09,AAPL,114.05731201171875
2020-10-12,AAPL,121.30228424072266
2020-10-13,AAPL,118.08445739746094
2020-10-14,AAPL,118.17221069335938
2020-10-15,AAPL,117.70417022705078
2020-10-16,AAPL,116.05625915527344
2020-10-19,AAPL,113.09197235107422
2020-10-20,AAPL,114.58385467529297
2020-10-21,AAPL,113.95980072021484
2020-10-22,AAPL,112.86768341064453
2020-10-23,AAPL,112.17536926269531
2020-10-26,AAPL,112.18511199951172
2020-10-27,AAPL,113.69651794433594
2020-10-28,AAPL,108.43098449707031
2020-10-29,AAPL,112.44839477539062
2020-10-30,AAPL,106.14925384521484
2020-11-02,AAPL,106.06149291992188
2020-11-03,AAPL,107.68989562988281
2020-11-04,AAPL,112.08760070800781
2020-11-05,AAPL,116.06599426269531
2020-11-06,AAPL,115.93413543701172
2020-11-09,AAPL,113.61918640136719
2020-11-10,AAPL,113.27730560302734
2020-11-11,AAPL,116.7155532836914
2020-11-12,AAPL,116.44207000732422
2020-11-13,AAPL,116.49089813232422
2020-11-16,AAPL,117.50677490234375
2020-11-17,AAPL,116.61788177490234
2020-11-18,AAPL,115.28946685791016
2020-11-19,AAPL,115.88529205322266
2020-11-20,AAPL,114.61549377441406
2020-11-23,AAPL,111.20650482177734
2020-11-24,AAPL,112.49586486816406
2020-11-25,AAPL,113.33589935302734
2020-11-27,AAPL,113.88290405273438
2020-11-30,AAPL,116.28578186035156
2020-12-01,AAPL,119.8705825805664
2020-12-02,AAPL,120.22222900390625
2020-12-03,AAPL,120.08546447753906
2020-12-04,AAPL,119.41148376464844
2020-12-07,AAPL,120.87666320800781
2020-12-08,AAPL,121.49201202392578
2020-12-09,AAPL,118.95240020751953
2020-12-10,AAPL,120.37848663330078
2020-12-11,AAPL,119.5677719116211
2020-12-14,AAPL,118.95240020751953
2020-12-15,AAPL,124.91077423095703
2020-12-16,AAPL,124.8423843383789
2020-12-17,AAPL,125.71171569824219
2020-12-18,AAPL,123.71908569335938
2020-12-21,AAPL,125.25264739990234
2020-12-22,AAPL,128.81788635253906
2020-12-23,AAPL,127.91926574707031
2020-12-24,AAPL,128.9058074951172
2020-12-28,AAPL,133.51622009277344
2020-12-29,AAPL,131.7384796142578
2020-12-30,AAPL,130.6151580810547
2020-12-31,AAPL,129.60903930664062
2021-01-04,AAPL,126.40524291992188
2021-01-05,AAPL,127.96808624267578
2021-01-06,AAPL,123.6604995727539
2021-01-07,AAPL,127.88018035888672
2021-01-08,AAPL,128.98394775390625
2021-01-11,AAPL,125.98519134521484
2021-01-12,AAPL,125.8094253540039
2021-01-13,AAPL,127.85086822509766
2021-01-14,AAPL,125.91686248779297
2021-01-15,AAPL,124.18795776367188
2021-01-19,AAPL,124.8619155883789
2021-01-20,AAPL,128.96437072753906
2021-01-21,AAPL,133.69200134277344
2021-01-22,AAPL,135.84092712402344
2021-01-25,AAPL,139.60157775878906
2021-01-26,AAPL,139.8359375
2021-01-27,AAPL,138.76148986816406
2021-01-28,AAPL,133.9069061279297
2021-01-29,AAPL,128.89602661132812
2021-02-01,AAPL,131.02540588378906
2021-02-02,AAPL,131.8556671142578
2021-02-03,AAPL,130.83006286621094
2021-02-04,AAPL,134.199951171875
2021-02-05,AAPL,133.78419494628906
2021-02-08,AAPL,133.930908203125
2021-02-09,AAPL,133.0504913330078
2021-02-10,AAPL,132.4440155029297
2021-02-11,AAPL,132.1896514892578
2021-02-12,AAPL,132.4244384765625
2021-02-16,AAPL,130.2918701171875
2021-02-17,AAPL,127.99298858642578
2021-02-18,AAPL,126.8875732421875
2021-02-19,AAPL,127.04410552978516
2021-02-22,AAPL,123.25833129882812
2021-02-23,AAPL,123.12137603759766
2021-02-24,AAPL,122.62247467041016
2021-02-25,AAPL,118.35734558105469
2021-02-26,AAPL,118.62146759033203
2021-03-01,AAPL,125.00936889648438
2021-03-02,AAPL,122.39746856689453
2021-03-03,AAPL,119.404052734375
2021-03-04,AAPL,117.51603698730469
2021-03-05,AAPL,118.77799224853516
2021-03-08,AAPL,113.82807922363281
2021-03-09,AAPL,118.45514678955078
2021-03-10,AAPL,117.36932373046875
2021-03-11,AAPL,119.30623626708984
2021-03-12,AAPL,118.396484375
2021-03-15,AAPL,121.29206085205078
2021-03-16,AAPL,122.83768463134766
2021-03-17,AAPL,122.04530334472656
2021-03-18,AAPL,117.9073486328125
2021-03-19,AAPL,117.37910461425781
2021-03-22,AAPL,120.70511627197266
2021-03-23,AAPL,119.87361907958984
2021-03-24,AAPL,117.4769287109375
2021-03-25,AAPL,117.96605682373047
2021-03-26,AAPL,118.57254791259766
2021-03-29,AAPL,118.74861907958984
2021-03-30,AAPL,117.29106140136719
2021-03-31,AAPL,119.4920883178711
2021-04-01,AAPL,120.32360076904297
2021-04-05,AAPL,123.16051483154297
2021-04-06,AAPL,123.46375274658203
2021-04-07,AAPL,125.11698150634766
2021-04-08,AAPL,127.52345275878906
2021-04-09,AAPL,130.1060333251953
2021-04-12,AAPL,128.38433837890625
2021-04-13,AAPL,131.50489807128906
2021-04-14,AAPL,129.15713500976562
2021-04-15,AAPL,131.5733642578125
2021-04-16,AAPL,131.24078369140625
2021-04-19,AAPL,131.90594482421875
2021-04-20,AAPL,130.21360778808594
2021-04-21,AAPL,130.5951385498047
2021-04-22,AAPL,129.06910705566406
2021-04-23,AAPL,131.39727783203125
2021-04-26,AAPL,131.78858947753906
2021-04-27,AAPL,131.4657745361328
2021-04-28,AAPL,130.67337036132812
2021-04-29,AAPL,130.57553100585938
2021-04-30,AAPL,128.59950256347656
2021-05-03,AAPL,129.65602111816406
2021-05-04,AAPL,125.06806182861328
2021-05-05,AAPL,125.31263732910156
2021-05-06,AAPL,126.91696166992188
2021-05-07,AAPL,127.59307861328125
2021-05-10,AAPL,124.30059814453125
2021-05-11,AAPL,123.37950134277344
2021-05-12,AAPL,120.30259704589844
2021-05-13,AAPL,122.45838928222656
2021-05-14,AAPL,124.8885498046875
2021-05-17,AAPL,123.73226928710938
2021-05-18,AAPL,122.3407974243164
2021-05-19,AAPL,122.18402099609375
2021-05-20,AAPL,124.75135040283203
2021-05-21,AAPL,122.90914916992188
2021-05-24,AAPL,124.54558563232422
2021-05-25,AAPL,124.349609375
2021-05-26,AAPL,124.30059814453125
2021-05-27,AAPL,122.76216125488281
2021-05-28,AAPL,122.1056137084961
2021-06-01,AAPL,121.78227233886719
2021-06-02,AAPL,122.54658508300781
2021-06-03,AAPL,121.05712127685547
2021-06-04,AAPL,123.3598861694336
2021-06-07,AAPL,123.36970520019531
2021-06-08,AAPL,124.19281768798828
2021-06-09,AAPL,124.5749740600586
2021-06-10,AAPL,123.57547760009766
2021-06-11,AAPL,124.79054260253906
2021-06-14,AAPL,127.85763549804688
2021-06-15,AAPL,127.03450775146484
2021-06-16,AAPL,127.53429412841797
2021-06-17,AAPL,129.1413116455078
2021-06-18,AAPL,127.83806610107422
2021-06-21,AAPL,129.6410675048828
2021-06-22,AAPL,131.28732299804688
2021-06-23,AAPL,131.012939453125
2021-06-24,AAPL,130.72874450683594
2021-06-25,AAPL,130.43478393554688
2021-06-28,AAPL,132.0712127685547
2021-06-29,AAPL,133.59007263183594
2021-06-30,AAPL,134.20742797851562
2021-07-01,AAPL,134.51116943359375
2021-07-02,AAPL,137.14712524414062
2021-07-06,AAPL,139.16567993164062
2021-07-07,AAPL,141.66445922851562
2021-07-08,AAPL,140.36122131347656
2021-07-09,AAPL,142.193603515625
2021-07-12,AAPL,141.5958709716797
2021-07-13,AAPL,142.7129669189453
2021-07-14,AAPL,146.1524200439453
2021-07-15,AAPL,145.49588012695312
2021-07-16,AAPL,143.44789123535156
2021-07-19,AAPL,139.58706665039062
2021-07-20,AAPL,143.21270751953125
2021-07-21,AAPL,142.47779846191406
2021-07-22,AAPL,143.84963989257812
2021-07-23,AAPL,145.57427978515625
2021-07-26,AAPL,145.99560546875
2021-07-27,AAPL,143.82028198242188
2021-07-28,AAPL,142.06622314453125
2021-07-29,AAPL,142.7129669189453
2021-07-30,AAPL,142.9285430908203
2021-08-02,AAPL,142.59539794921875
2021-08-03,AAPL,144.39840698242188
2021-08-04,AAPL,143.9966583251953
2021-08-05,AAPL,144.1044158935547
2021-08-06,AAPL,143.41744995117188
2021-08-09,AAPL,143.368408203125
2021-08-10,AAPL,142.88755798339844
2021-08-11,AAPL,143.14266967773438
2021-08-12,AAPL,146.1162567138672
2021-08-13,AAPL,146.32232666015625
2021-08-16,AAPL,148.30471801757812
2021-08-17,AAPL,147.3920135498047
2021-08-18,AAPL,143.63336181640625
2021-08-19,AAPL,143.96702575683594
2021-08-20,AAPL,145.4292755126953
2021-08-23,AAPL,146.92098999023438
2021-08-24,AAPL,146.83262634277344
2021-08-25,AAPL,145.5961151123047
2021-08-26,AAPL,144.7913818359375
2021-08-27,AAPL,145.8316192626953
2021-08-30,AAPL,150.26744079589844
2021-08-31,AAPL,149.00148010253906
2021-09-01,AAPL,149.66880798339844
2021-09-02,AAPL,150.78758239746094
2021-09-03,AAPL,151.4254608154297
2021-09-07,AAPL,153.7709503173828
2021-09-08,AAPL,152.2203369140625
2021-09-09,AAPL,151.1997528076172
2021-09-10,AAPL,146.19473266601562
2021-09-13,AAPL,146.76394653320312
2021-09-14,AAPL,145.36058044433594
2021-09-15,AAPL,146.25363159179688
2021-09-16,AAPL,146.01809692382812
2021-09-17,AAPL,143.33895874023438
2021-09-20,AAPL,140.27708435058594
2021-09-21,AAPL,140.75794982910156
2021-09-22,AAPL,143.13287353515625
2021-09-23,AAPL,144.0946502685547
2021-09-24,AAPL,144.1829071044922
2021-09-27,AAPL,142.66180419921875
2021-09-28,AAPL,139.26629638671875
2021-09-29,AAPL,140.16915893554688
2021-09-30,AAPL,138.86392211914062
2021-10-01,AAPL,139.99249267578125
2021-10-04,AAPL,136.54788208007812
2021-10-05,AAPL,138.481201171875
2021-10-06,AAPL,139.3546142578125
2021-10-07,AAPL,140.62057495117188
2021-10-08,AAPL,140.23785400390625
2021-10-11,AAPL,140.14952087402344
2021-10-12,AAPL,138.8737335205078
2021-10-13,AAPL,138.28492736816406
2021-10-14,AAPL,141.08181762695312
2021-10-15,AAPL,142.1416778564453
2021-10-18,AAPL,143.81983947753906
2021-10-19,AAPL,145.98863220214844
2021-10-20,AAPL,146.47935485839844
2021-10-21,AAPL,146.69525146484375
2021-10-22,AAPL,145.9199981689453
2021-10-25,AAPL,145.87088012695312
2021-10-26,AAPL,146.53822326660156
2021-10-27,AAPL,146.0769805908203
2021-10-28,AAPL,149.72772216796875
2021-10-29,AAPL,147.00926208496094
2021-11-01,AAPL,146.18492126464844
2021-11-02,AAPL,147.2251739501953
2021-11-03,AAPL,148.66781616210938
2021-11-04,AAPL,148.14772033691406
2021-11-05,AAPL,148.67837524414062
2021-11-08,AAPL,147.8528289794922
2021-11-09,AAPL,148.21649169921875
2021-11-10,AAPL,145.37619018554688
2021-11-11,AAPL,145.3270263671875
2021-11-12,AAPL,147.4105682373047
2021-11-15,AAPL,147.42041015625
2021-11-16,AAPL,148.4031982421875
2021-11-17,AAPL,150.85040283203125
2021-11-18,AAPL,155.15505981445312
2021-11-19,AAPL,157.78897094726562
2021-11-22,AAPL,158.25086975097656
2021-11-23,AAPL,158.63417053222656
2021-11-24,AAPL,159.1551055908203
2021-11-26,AAPL,154.11328125
2021-11-29,AAPL,157.48428344726562
2021-11-30,AAPL,162.457275390625
2021-12-01,AAPL,161.9364013671875
2021-12-02,AAPL,160.9437255859375
2021-12-03,AAPL,159.0568084716797
2021-12-06,AAPL,162.47695922851562
2021-12-07,AAPL,168.23614501953125
2021-12-08,AAPL,172.069091796875
2021-12-09,AAPL,171.55804443359375
2021-12-10,AAPL,176.36392211914062
2021-12-13,AAPL,172.71775817871094
2021-12-14,AAPL,171.33197021484375
2021-12-15,AAPL,176.21653747558594
2021-12-16,AAPL,169.2975616455078
2021-12-17,AAPL,168.1968536376953
2021-12-20,AAPL,166.8307647705078
2021-12-21,AAPL,170.01504516601562
2021-12-22,AAPL,172.61947631835938
2021-12-23,AAPL,173.24847412109375
2021-12-27,AAPL,177.2288055419922
2021-12-28,AAPL,176.20668029785156
2021-12-29,AAPL,176.29515075683594
2021-12-30,AAPL,175.1354522705078
2021-12-31,AAPL,174.51626586914062
2022-01-03,AAPL,178.8799285888672
2022-01-04,AAPL,176.609619140625
2022-01-05,AAPL,171.91183471679688
2022-01-06,AAPL,169.0420379638672
2022-01-07,AAPL,169.20912170410156
2022-01-10,AAPL,169.2288055419922
2022-01-11,AAPL,172.069091796875
2022-01-12,AAPL,172.51136779785156
2022-01-13,AAPL,169.2288055419922
2022-01-14,AAPL,170.09365844726562
2022-01-18,AAPL,166.87989807128906
2022-01-19,AAPL,163.3712921142578
2022-01-20,AAPL,161.6808624267578
2022-01-21,AAPL,159.61700439453125
2022-01-24,AAPL,158.84056091308594
2022-01-25,AAPL,157.03221130371094
2022-01-26,AAPL,156.94374084472656
2022-01-27,AAPL,156.4818115234375
2022-01-28,AAPL,167.40077209472656
2022-01-31,AAPL,171.7742462158203
2022-02-01,AAPL,171.60719299316406
2022-02-02,AAPL,172.81600952148438
2022-02-03,AAPL,169.9265594482422
2022-02-04,AAPL,169.64120483398438
2022-02-07,AAPL,168.9228515625
2022-02-08,AAPL,172.0423126220703
2022-02-09,AAPL,173.46920776367188
2022-02-10,AAPL,169.37550354003906
2022-02-11,AAPL,165.9510040283203
2022-02-14,AAPL,166.18719482421875
2022-02-15,AAPL,170.03482055664062
2022-02-16,AAPL,169.7987060546875
2022-02-17,AAPL,166.18719482421875
2022-02-18,AAPL,164.6324005126953
2022-02-22,AAPL,161.6999053955078
2022-02-23,AAPL,157.5176544189453
2022-02-24,AAPL,160.14508056640625
2022-02-25,AAPL,162.221435546875
2022-02-28,AAPL,162.4871368408203
2022-03-01,AAPL,160.5977325439453
2022-03-02,AAPL,163.90419006347656
2022-03-03,AAPL,163.5794219970703
2022-03-04,AAPL,160.56822204589844
2022-03-07,AAPL,156.75994873046875
2022-03-08,AAPL,154.9295654296875
2022-03-09,AAPL,160.3517303466797
2022-03-10,AAPL,155.9923858642578
2022-03-11,AAPL,152.2627716064453
2022-03-14,AAPL,148.21836853027344
2022-03-15,AAPL,152.61703491210938
2022-03-16,AAPL,157.0452880859375
2022-03-17,AAPL,158.0588836669922
2022-03-18,AAPL,161.36532592773438
2022-03-21,AAPL,162.7429962158203
2022-03-22,AAPL,166.12815856933594
2022-03-23,AAPL,167.4959716796875
2022-03-24,AAPL,171.29446411132812
2022-03-25,AAPL,171.93406677246094
2022-03-28,AAPL,172.800048828125
2022-03-29,AAPL,176.10646057128906
2022-03-30,AAPL,174.93540954589844
2022-03-31,AAPL,171.82583618164062
2022-04-01,AAPL,171.5305938720703
2022-04-04,AAPL,175.59475708007812
2022-04-05,AAPL,172.2686309814453
2022-04-06,AAPL,169.09011840820312
2022-04-07,AAPL,169.39520263671875
2022-04-08,AAPL,167.37786865234375
2022-04-11,AAPL,163.1071014404297
2022-04-12,AAPL,164.9866485595703
2022-04-13,AAPL,167.6829376220703
2022-04-14,AAPL,162.65443420410156
2022-04-18,AAPL,162.43792724609375
2022-04-19,AAPL,164.7307586669922
2022-04-20,AAPL,164.5634765625
2022-04-21,AAPL,163.76641845703125
2022-04-22,AAPL,159.2102508544922
2022-04-25,AAPL,160.28285217285156
2022-04-26,AAPL,154.29981994628906
2022-04-27,AAPL,154.07345581054688
2022-04-28,AAPL,161.03074645996094
2022-04-29,AAPL,155.13626098632812
2022-05-02,AAPL,155.44131469726562
2022-05-03,AAPL,156.93707275390625
2022-05-04,AAPL,163.372802734375
2022-05-05,AAPL,154.270263671875
2022-05-06,AAPL,154.9995574951172
2022-05-09,AAPL,149.855224609375
2022-05-10,AAPL,152.2697296142578
2022-05-11,AAPL,144.3758544921875
2022-05-12,AAPL,140.49298095703125
2022-05-13,AAPL,144.97698974609375
2022-05-16,AAPL,143.42977905273438
2022-05-17,AAPL,147.0761260986328
2022-05-18,AAPL,138.77821350097656
2022-05-19,AAPL,135.3585205078125
2022-05-20,AAPL,135.5950164794922
2022-05-23,AAPL,141.03500366210938
2022-05-24,AAPL,138.3249053955078
2022-05-25,AAPL,138.48257446289062
2022-05-26,AAPL,141.69529724121094
2022-05-27,AAPL,147.47032165527344
2022-05-31,AAPL,146.68190002441406
2022-06-01,AAPL,146.55380249023438
2022-06-02,AAPL,149.017578125
2022-06-03,AAPL,143.2720947265625
2022-06-06,AAPL,144.0210723876953
2022-06-07,AAPL,146.55380249023438
2022-06-08,AAPL,145.81468200683594
2022-06-09,AAPL,140.57180786132812
2022-06-10,AAPL,135.1417236328125
2022-06-13,AAPL,129.9678192138672
2022-06-14,AAPL,130.83509826660156
2022-06-15,AAPL,133.46633911132812
2022-06-16,AAPL,128.17420959472656
2022-06-17,AAPL,129.6524658203125
2022-06-21,AAPL,133.89996337890625
2022-06-22,AAPL,133.38751220703125
2022-06-23,AAPL,136.2651824951172
2022-06-24,AAPL,139.6060333251953
2022-06-27,AAPL,139.6060333251953
2022-06-28,AAPL,135.44720458984375
2022-06-29,AAPL,137.2112579345703
2022-06-30,AAPL,134.73765563964844
2022-07-01,AAPL,136.91561889648438
2022-07-05,AAPL,139.50747680664062
2022-07-06,AAPL,140.84776306152344
2022-07-07,AAPL,144.22804260253906
2022-07-08,AAPL,144.90798950195312
2022-07-11,AAPL,142.76947021484375
2022-07-12,AAPL,143.74514770507812
2022-07-13,AAPL,143.3804931640625
2022-07-14,AAPL,146.31727600097656
2022-07-15,AAPL,147.9926300048828
2022-07-18,AAPL,144.9375762939453
2022-07-19,AAPL,148.8105926513672
2022-07-20,AAPL,150.8209991455078
2022-07-21,AAPL,153.09756469726562
2022-07-22,AAPL,151.8557891845703
2022-07-25,AAPL,150.73231506347656
2022-07-26,AAPL,149.4019317626953
2022-07-27,AAPL,154.5166778564453
2022-07-28,AAPL,155.06857299804688
2022-07-29,AAPL,160.15371704101562
2022-08-01,AAPL,159.168212890625
2022-08-02,AAPL,157.68997192382812
2022-08-03,AAPL,163.7212371826172
2022-08-04,AAPL,163.4058837890625
2022-08-05,AAPL,163.1789093017578
2022-08-08,AAPL,162.7052001953125
2022-08-09,AAPL,162.75454711914062
2022-08-10,AAPL,167.01783752441406
2022-08-11,AAPL,166.2776641845703
2022-08-12,AAPL,169.8402557373047
2022-08-15,AAPL,170.9159393310547
2022-08-16,AAPL,170.75804138183594
2022-08-17,AAPL,172.258056640625
2022-08-18,AAPL,171.86334228515625
2022-08-19,AAPL,169.26785278320312
2022-08-22,AAPL,165.36973571777344
2022-08-23,AAPL,165.03419494628906
2022-08-24,AAPL,165.3302459716797
2022-08-25,AAPL,167.79742431640625
2022-08-26,AAPL,161.4716033935547
2022-08-29,AAPL,159.26100158691406
2022-08-30,AAPL,156.82345581054688
2022-08-31,AAPL,155.15562438964844
2022-09-01,AAPL,155.8859100341797
2022-09-02,AAPL,153.76414489746094
2022-09-06,AAPL,152.5009765625
2022-09-07,AAPL,153.91220092773438
2022-09-08,AAPL,152.431884765625
2022-09-09,AAPL,155.30364990234375
2022-09-12,AAPL,161.2841033935547
2022-09-13,AAPL,151.8200225830078
2022-09-14,AAPL,153.27072143554688
2022-09-15,AAPL,150.3693084716797
2022-09-16,AAPL,148.7212677001953
2022-09-19,AAPL,152.4515838623047
2022-09-20,AAPL,154.83984375
2022-09-21,AAPL,151.7015838623047
2022-09-22,AAPL,150.73448181152344
2022-09-23,AAPL,148.45477294921875
2022-09-26,AAPL,148.7903289794922
2022-09-27,AAPL,149.767333984375
2022-09-28,AAPL,147.87252807617188
2022-09-29,AAPL,140.6091766357422
2022-09-30,AAPL,136.38534545898438
2022-10-03,AAPL,140.57958984375
2022-10-04,AAPL,144.181640625
2022-10-05,AAPL,144.4777069091797
2022-10-06,AAPL,143.5204315185547
2022-10-07,AAPL,138.25054931640625
2022-10-10,AAPL,138.5762176513672
2022-10-11,AAPL,137.1551055908203
2022-10-12,AAPL,136.5235137939453
