unique_id,ds,y
us_births,1961-09-01,384
us_births,1961-10-01,372
us_births,1961-11-01,343
us_births,1961-12-01,346
us_births,1962-01-01,346
us_births,1962-02-01,318
us_births,1962-03-01,359
us_births,1962-04-01,328
us_births,1962-05-01,333
us_births,1962-06-01,329
us_births,1962-07-01,366
us_births,1962-08-01,373
us_births,1962-09-01,367
us_births,1962-10-01,363
us_births,1962-11-01,337
us_births,1962-12-01,346
us_births,1963-01-01,355
us_births,1963-02-01,314
us_births,1963-03-01,343
us_births,1963-04-01,322
us_births,1963-05-01,336
us_births,1963-06-01,327
us_births,1963-07-01,362
us_births,1963-08-01,366
us_births,1963-09-01,361
us_births,1963-10-01,358
us_births,1963-11-01,327
us_births,1963-12-01,330
us_births,1964-01-01,336
us_births,1964-02-01,326
us_births,1964-03-01,337
us_births,1964-04-01,316
us_births,1964-05-01,331
us_births,1964-06-01,331
us_births,1964-07-01,359
us_births,1964-08-01,350
us_births,1964-09-01,356
us_births,1964-10-01,347
us_births,1964-11-01,328
us_births,1964-12-01,336
us_births,1965-01-01,315
us_births,1965-02-01,292
us_births,1965-03-01,322
us_births,1965-04-01,291
us_births,1965-05-01,302
us_births,1965-06-01,310
us_births,1965-07-01,330
us_births,1965-08-01,335
us_births,1965-09-01,333
us_births,1965-10-01,318
us_births,1965-11-01,305
us_births,1965-12-01,313
us_births,1966-01-01,301
us_births,1966-02-01,281
us_births,1966-03-01,302
us_births,1966-04-01,291
us_births,1966-05-01,297
us_births,1966-06-01,291
us_births,1966-07-01,311
us_births,1966-08-01,319
us_births,1966-09-01,317
us_births,1966-10-01,317
us_births,1966-11-01,296
us_births,1966-12-01,307
us_births,1967-01-01,295
us_births,1967-02-01,265
us_births,1967-03-01,300
us_births,1967-04-01,271
us_births,1967-05-01,291
us_births,1967-06-01,290
us_births,1967-07-01,310
us_births,1967-08-01,318
us_births,1967-09-01,310
us_births,1967-10-01,304
us_births,1967-11-01,285
us_births,1967-12-01,288
us_births,1968-01-01,277
us_births,1968-02-01,260
us_births,1968-03-01,282
us_births,1968-04-01,274
us_births,1968-05-01,288
us_births,1968-06-01,287
us_births,1968-07-01,308
us_births,1968-08-01,312
us_births,1968-09-01,306
us_births,1968-10-01,304
us_births,1968-11-01,282
us_births,1968-12-01,305
us_births,1969-01-01,284
us_births,1969-02-01,273
us_births,1969-03-01,286
us_births,1969-04-01,284
us_births,1969-05-01,294
us_births,1969-06-01,288
us_births,1969-07-01,315
us_births,1969-08-01,322
us_births,1969-09-01,317
us_births,1969-10-01,309
us_births,1969-11-01,295
us_births,1969-12-01,306
us_births,1970-01-01,300
us_births,1970-02-01,275
us_births,1970-03-01,301
us_births,1970-04-01,292
us_births,1970-05-01,298
us_births,1970-06-01,306
us_births,1970-07-01,326
us_births,1970-08-01,332
us_births,1970-09-01,329
us_births,1970-10-01,328
us_births,1970-11-01,308
us_births,1970-12-01,324
us_births,1971-01-01,299
us_births,1971-02-01,284
us_births,1971-03-01,306
us_births,1971-04-01,290
us_births,1971-05-01,292
us_births,1971-06-01,285
us_births,1971-07-01,295
us_births,1971-08-01,306
us_births,1971-09-01,317
us_births,1971-10-01,305
us_births,1971-11-01,294
us_births,1971-12-01,287
us_births,1972-01-01,278
us_births,1972-02-01,261
us_births,1972-03-01,275
us_births,1972-04-01,256
us_births,1972-05-01,270
us_births,1972-06-01,264
us_births,1972-07-01,265
us_births,1972-08-01,284
us_births,1972-09-01,284
us_births,1972-10-01,275
us_births,1972-11-01,269
us_births,1972-12-01,275
us_births,1973-01-01,259
us_births,1973-02-01,244
us_births,1973-03-01,267
us_births,1973-04-01,255
us_births,1973-05-01,260
us_births,1973-06-01,253
us_births,1973-07-01,267
us_births,1973-08-01,277
us_births,1973-09-01,277
us_births,1973-10-01,264
us_births,1973-11-01,255
us_births,1973-12-01,260
us_births,1974-01-01,261
us_births,1974-02-01,238
us_births,1974-03-01,257
us_births,1974-04-01,246
us_births,1974-05-01,254
us_births,1974-06-01,255
us_births,1974-07-01,273
us_births,1974-08-01,276
us_births,1974-09-01,286
us_births,1974-10-01,283
us_births,1974-11-01,261
us_births,1974-12-01,276
us_births,1975-01-01,264
us_births,1975-02-01,243
us_births,1975-03-01,259
us_births,1975-04-01,250
us_births,1975-05-01,262
us_births,1975-06-01,253
us_births,1975-07-01,280
us_births,1975-08-01,288
us_births,1975-09-01,270
us_births,1975-10-01,273
us_births,1975-11-01,241
us_births,1975-12-01,266
us_births,1976-01-01,257
us_births,1976-02-01,242
us_births,1976-03-01,266
us_births,1976-04-01,241
us_births,1976-05-01,252
us_births,1976-06-01,250
us_births,1976-07-01,281
us_births,1976-08-01,278
us_births,1976-09-01,286
us_births,1976-10-01,278
us_births,1976-11-01,260
us_births,1976-12-01,272
us_births,1977-01-01,274
us_births,1977-02-01,256
us_births,1977-03-01,276
us_births,1977-04-01,259
us_births,1977-05-01,273
us_births,1977-06-01,272
us_births,1977-07-01,297
us_births,1977-08-01,296
us_births,1977-09-01,290
us_births,1977-10-01,282
us_births,1977-11-01,262
us_births,1977-12-01,275
us_births,1978-01-01,262
us_births,1978-02-01,251
us_births,1978-03-01,285
us_births,1978-04-01,260
us_births,1978-05-01,272
us_births,1978-06-01,265
us_births,1978-07-01,296
us_births,1978-08-01,312
us_births,1978-09-01,289
us_births,1978-10-01,282
us_births,1978-11-01,274
us_births,1978-12-01,281
us_births,1979-01-01,277
